fpid,doi,population,intervention,intervention_matrix,control,control_matrix,f_pclass_tier0,policy_class_codes,policy_class_names
Livestock feeding techniques,10.1073/pnas.2111294119,Ruminants,Rumen protected fat,Rumen protected fat,No rumen protected fat,No rumen protected fat,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1073/pnas.2111294119,Ruminants,Increasing corn silage maturity,Increasing corn silage maturity,Not increasing corn silage maturity,Not increasing corn silage maturity,Animal husbandry,A15X,Optimised feeding plans (A15X)
Livestock feeding techniques,10.1073/pnas.2111294119,Ruminants,Lactobacillus,Probiotics,No Lactobacillus,No probiotics,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1073/pnas.2111294119,Ruminants,Hydrolysable tannins,Tannins,No Hydrolysable tannins,No tannins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1073/pnas.2111294119,Ruminants,Rumen manipulation,Rumen manipulation,No rumen manipulation,No rumen manipulation,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1073/pnas.2111294119,Ruminants,Essential oils,Essential oils,No essential oils,No essential oils,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.aninu.2021.09.005,Ruminants,Essential oils,Essential oils,Diets without dietary abatement measure,No essential oils,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1073/pnas.2111294119,Ruminants,Additives,Additives,No additives,No additives,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1748-9326/aa6cd5,Beef cattle,Grain-fed,Grain-fed,Grass-fed,Grass-fed,Animal husbandry,A15X,Optimised feeding plans (A15X)
Livestock feeding techniques,10.1073/pnas.2111294119,Ruminants,Yeasts,Probiotics,No yeasts,No probiotics,Animal husbandry,A14,Feed additives (A14)
Grassland management,10.1111/brv.12554,Grasslands,Increased plant species richness,Increased grass species richness,Monospecific grasslands,Mono- and low grass species richness,Grassland and grazing,"GX,Z23",Grassland and grazing (GX) Conservation of valuable grassland species  (Z23)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107027,Cotton,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107027,Cotton,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Soil amendment with biochar,10.1039/c8em00278a,Paddy soils and upland soils,Soil amendment with biochar,Soil amendment with biochar,No amendment,No amendment,Fertilisation and soil amendments,F311,Application of raw biochar (F311)
Cover and catch crops,10.1016/j.agee.2021.107356,Organic farming systems,Organic farming systems using cover crops,Cover crops,Organic farming systems not using cover crops,Bare soil,Soil management,S23X,Cover crops (S23X)
Organic fertilisation,10.1016/S2095-3119(17)61673-3,Not specified,Application of combination of organic and mineral fertilizers,Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1016/S2095-3119(17)61673-3,Not specified,Application of organic fertiliser,Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1016/S2095-3119(17)61673-3,Not specified,Application of combination of organic and mineral fertilizers,Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1016/S2095-3119(17)61673-3,Not specified,Application of organic fertiliser,Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1016/S2095-3119(17)61673-3,Not specified,Application of combination of organic and mineral fertilizers,Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1016/S2095-3119(17)61673-3,Not specified,Application of organic fertiliser,Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1016/S2095-3119(17)61673-3,Not specified,Application of combination of organic and mineral fertilizers,Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1016/S2095-3119(17)61673-3,Not specified,Application of organic fertiliser,Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Soil amendment with biochar,10.1016/j.scitotenv.2020.136635,Not specified,Soil amendment with biochar,Soil amendment with biochar,No amendment,No amendment,Fertilisation and soil amendments,F311,Application of raw biochar (F311)
Crop residue management,10.1016/j.agee.2021.107795,"Annual and perennial crops (rice, maize, wheat, tea, orchard, and paulownia)",Straw retention,Crop residue retention,Straw removal,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Crop residue management,10.1016/j.agee.2021.107795,"Annual and perennial crops (rice, maize, wheat, tea, orchard, and paulownia)",Straw retention,Crop residue retention,Straw removal,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Crop residue management,10.1016/j.agee.2021.107795,"Annual and perennial crops (rice, maize, wheat, tea, orchard, and paulownia)",Straw retention,Crop residue retention,Straw removal,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Crop residue management,10.1016/j.agee.2021.107795,"Annual and perennial crops (rice, maize, wheat, tea, orchard, and paulownia)",Straw retention,Crop residue retention,Straw removal,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Crop residue management,10.1016/j.agee.2021.107795,"Annual and perennial crops (rice, maize, wheat, tea, orchard, and paulownia)",Straw retention,Crop residue retention,Straw removal,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge + furrow planting zone with bare soil,Ridge and furrow with mulching,"No mulch, flat, rainfed condition",Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge + furrow planting zone with plastic,Ridge and furrow with mulching,"No mulch, flat, rainfed condition",Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge + furrow planting zone with straw,Ridge and furrow with mulching,"No mulch, flat, rainfed condition",Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge coupled with furrow planting zone with bare soil,Ridge and furrow with mulching,No mulch coupled with flat soil,Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge coupled with furrow planting zone with plastic,Ridge and furrow with mulching,No mulch coupled with flat soil,Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge coupled with furrow planting zone with straw,Ridge and furrow with mulching,No mulch coupled with flat soil,Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge + furrow planting zone with bare soil,Ridge and furrow with mulching,"No mulch, flat planting",Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge + furrow planting zone with plastic,Ridge and furrow with mulching,"No mulch, flat planting",Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Mulching,10.1016/j.agwat.2017.05.005,Maize and wheat,Plastic-covered ridge + furrow planting zone with straw,Ridge and furrow with mulching,"No mulch, flat planting",Flat planting with no mulching,Soil management,S2X+S21X,Soil cover (S2X) + Mulching (S21X)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Leguminous crops,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Legumes in intercropping/mixed cropping,Monoculture,No intercropping,Crop rotation and diversification,R121+R15,Cultivation of Nitrogen fixing/protein crops (R121) Mixed cropping / intercropping  (R15)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Intercropping,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15+R121,Mixed cropping / intercropping  (R15) Cultivation of Nitrogen fixing/protein crops (R121)
Leguminous crops,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Legumes in intercropping/mixed cropping,Monoculture,No intercropping,Crop rotation and diversification,R121+R15,Cultivation of Nitrogen fixing/protein crops (R121) Mixed cropping / intercropping  (R15)
Leguminous crops,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Legumes in intercropping/mixed cropping,Monoculture,No intercropping,Crop rotation and diversification,R121+R15,Cultivation of Nitrogen fixing/protein crops (R121) Mixed cropping / intercropping  (R15)
Leguminous crops,10.1016/j.agsy.2019.102761,Grain legumes and cereals,Grain legume and cereal intercropping,Legumes in intercropping/mixed cropping,Monoculture,No intercropping,Crop rotation and diversification,R121+R15,Cultivation of Nitrogen fixing/protein crops (R121) Mixed cropping / intercropping  (R15)
