fpid,doi,population,intervention,control,metric,effect_size,impact_matrix,impact_positive_effect
Organic fertilisation,10.1016/j.agee.2013.02.003,"Mediterranean cropland (arable crops, orchards and horticulture)","Organic amendments (compost, manure, agro-industrial wastes at <10 Mg C ha1 yr-1)",Mineral fertilisation,Change in SOC content (%),Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
Organic fertilisation,10.1016/j.agee.2013.02.003,"Mediterranean cropland (arable crops, orchards and horticulture)",Slurry,Mineral fertilisation,Change in SOC content (%),Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
No tillage and reduced tillage,10.1016/j.agee.2013.02.003,"Croplands, including arable crops, orchards and horticulture",No-tillage+herbicides,Conventional tillage,SOC content,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
No tillage and reduced tillage,10.1016/j.agee.2013.02.003,"Croplands, including arable crops, orchards and horticulture","Reduced tillage (including minimum tillage, reduced tillage and subsoil tillage)",Conventional tillage,SOC content,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
No tillage and reduced tillage,10.1016/j.agee.2013.02.003,"Croplands, including arable crops, orchards and horticulture",No-tillage+herbicides,Conventional tillage,C sequestration rate,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
No tillage and reduced tillage,10.1016/j.agee.2013.02.003,"Croplands, including arable crops, orchards and horticulture","Reduced tillage (including minimum tillage, reduced tillage and subsoil tillage)",Conventional tillage,C sequestration rate,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
Organic fertilisation,10.1016/j.agee.2013.02.003,"Mediterranean cropland (arable crops, orchards and horticulture)","Land treatment (compost, manure, agro-industrial waste at >10 Mg C ha1 yr-1 or municipal solid waste at any rate)",Mineral fertilisation,Carbon sequestration rate,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
Organic fertilisation,10.1016/j.agee.2013.02.003,"Mediterranean cropland (arable crops, orchards and horticulture)","Organic amendments (compost, manure, agro-industrial wastes at <10 Mg C ha1 yr-1)",Mineral fertilisation,Carbon sequestration rate,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
Organic fertilisation,10.1016/j.agee.2013.02.003,"Mediterranean cropland (arable crops, orchards and horticulture)",Slurry,Mineral fertilisation,Carbon sequestration rate,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (all),Mineral fertilisation,N2O EF av.,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (liquid),Mineral fertilisation,N2O EF av.,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (solid),Mineral fertilisation,N2O EF av.,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (all),Mineral fertilisation,N2O EF tot,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (liquid),Mineral fertilisation,N2O EF tot,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (solid),Mineral fertilisation,N2O EF tot,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (all),Mineral fertilisation,N2O emissions,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (liquid),Mineral fertilisation,N2O emissions,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Organic fertilisation,10.1016/j.agee.2012.09.006,Mediterranean cropping systems,Organic fertilisers (solid),Mineral fertilisation,N2O emissions,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Manure storage techniques,10.1016/j.wasman.2019.03.054,Animal waste,Biochar addition on livestock and poultry waste compost (biochar-compost),Compost of animal waste without biochar addition,CH4 emission,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Manure storage techniques,10.1016/j.wasman.2019.03.054,Animal waste,Biochar addition on livestock and poultry waste compost (biochar-compost),Compost of animal waste without biochar addition,N2O emission,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Grassland management,10.1111/j.1365-2486.2009.02031.x,Grasslands,"Fertilization with NI (all NIs), using the same N rate and N source than comparator.",Fertilization without NI,N2O emissions,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Pesticides reduction strategies,10.1017/wsc.2018.25,Annual crops,Integrated herbicide (herbicide and mechanical management combined),Herbicide alone,Crop yield,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Crop yield,increase
Pesticides reduction strategies,10.1017/wsc.2018.25,Annual crops,"Soil disturbance: Mechanical control methods, including tillage, cultivation, hoeing, or harrowing",Herbicide alone,Crop yield,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Crop yield,increase
Pesticides reduction strategies,10.1017/wsc.2018.25,Annual crops,Integrated herbicide (herbicide and mechanical management combined),Herbicide alone,Weed abundance,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Pests and diseases,decrease
Pesticides reduction strategies,10.1017/wsc.2018.25,Perennial crops,Integrated non-herbicide (mechanical management practices combined),Herbicide alone,Weed abundance,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Pests and diseases,decrease
Pesticides reduction strategies,10.1017/wsc.2018.25,Annual crops,Integrated non-herbicide (mechanical management practices combined),Herbicide alone,Weed abundance,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Pests and diseases,decrease
Pesticides reduction strategies,10.1017/wsc.2018.25,Annual crops,"Non–herbicide integrated: Combination of two or more management techniques, none including herbicides",no treatment,Crop yield,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Crop yield,increase
Pesticides reduction strategies,10.1017/wsc.2018.25,Perennial crops,Biocontrol: Biological control using insects or pathogens,no treatment,Weed abundance,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Pests and diseases,decrease
Pesticides reduction strategies,10.1017/wsc.2018.25,Annual and perennial crops,Bioherbicide: Plant extract used as herbicide,no treatment,Weed abundance,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Pests and diseases,decrease
Pesticides reduction strategies,10.1017/wsc.2018.25,Annual crops,Mulching,no treatment,Weed abundance,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Pests and diseases,decrease
Pesticides reduction strategies,10.1017/wsc.2018.25,Annual and perennial crops,"Soil disturbance: Mechanical control methods, including tillage, cultivation, hoeing, or harrowing",no treatment,Weed abundance,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Pests and diseases,decrease
Grassland management,10.1111/j.1365-2486.2009.02031.x,Grasslands,"Fertilization with NI (DCD), using the same N rate and N source than comparator.",Fertilization without NI,N2O emissions,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
Grassland management,10.1111/j.1365-2486.2009.02031.x,Grasslands,"Fertilization with NI (DMPP), using the same N rate and N source than comparator.",Fertilization without NI,N2O emissions,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,GHG emissions,decrease
