B.Code,B.Author.Last,B.Date,B.Journal,B.New,B.DOI,B.Url,B.Project,B.Link1,B.Link2,B.Link3,B.Link4,era_snapshots_all,era_snapshot_harmonized,B.Version
EM1102,Abdullah,2019,Egyptian Journal of Nutrition and Feeds,,10.21608/ejnf.2019.102283,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
EM1104,Abd El-Mola,2019,Egyptian Journal of Animal Production,,10.21608/ejap.2019.93005,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
EO0001,Ayoola ,2014,Archives of Agronomy and Soil Science,No,10.1080/03650340.2013.775422,,ERA 2020,,,,,mh,mh,
EO0003,Kawaka,2018,Journal of Plant Nutrition,No,10.1080/01904167.2018.1458870,,ERA 2020,,,,,mh,mh,
EO0004,Seleiman,2018,Egyptian Journal of Agronomy,Yes,10.21608/agro.2018.2869.1093,,ERA 2020,,,,,mh,mh,
EO0006,Albert,2014,Pakistan Journal of Botany,Yes,,www.researchgate.net/publication/267037942_Changes_in_growth_and_yield_attributes_of_two_selected_maize_varieties_as_influenced_by_application_of_chemical_NPK_and_organic_bat's_manure_fertilizers_in_pala_Chad_grown_field,ERA 2020,,,,,mh,mh,
EO0008,Dunjana,2014,Soil Use and Management,No,10.1111/sum.12152,,ERA 2020,,,,,mh,mh,
EO0009,Shoko,2015,Legume Research,Yes,10.5958/0976-0571.2015.00071.5,,ERA 2020,,,,,mh,mh,
EO0010,Kamara,2014,Archives of Agronomy and Soil Science,No,10.1080/03650340.2013.783204,,ERA 2020,,,,,mh,mh,
EO0011,Babaji,2014,Agrivita,Yes,,https://www.researchgate.net/publication/276393544_Yield_and_yield_attributes_of_extra-early_maize_Zea_mays_l_as_affected_by_rates_of_NPK_fertilizer_succeeding_chilli_pepper_Capsicum_frutescens_supplied_with_different_rates_sheep_manure,ERA 2020,,,,,mh,mh,
EO0012,Nyamadzawo,2017,Mitigation and Adaptation Strategies for Global Change,Yes,10.1007/s11027-014-9560-9,,ERA 2020,,,,,mh,mh,
EO0014,Ewansiha ,2014,Archives of Agronomy and Soil Science,No,10.1080/03650340.2013.829565,,ERA 2020,,,,,mh,mh,
EO0015,Kanonge,2015,South African Journal of Plant and Soil,No,10.1080/02571862.2015.1053156,,ERA 2020,,,,,mh,mh,
EO0016,Grum,2016,Land Degradation & Development,No,10.1002/ldr.2603,,ERA 2020,,,,,mh,mh,
EO0017,Mwangi,2018,Livestock Research for Rural Development,No,,www.researchgate.net/publication/323704498_Effects_of_dietary_protein_levels_on_performance_of_African_catfish_Clarias_gariepinus_in_fertilized_and_unfertilized_earthen_ponds,ERA 2020,,,,,mh,mh,
EO0018,Mthimkhulu,2018,South African Journal of Plant and Soil,No,10.1080/02571862.2017.1411536,,ERA 2020,https://www.researchgate.net/publication/301316775_The_effect_of_72_years_of_sugarcane_residues_and_fertilizer_management_on_soil_physico-chemical_properties,,,,mh,mh,
EO0019,Salau,2014,Archives of Agronomy and Soil Science,No,10.1080/03650340.2014.939958,,ERA 2020,,,,,mh,mh,
EO0020,Mupangwa,2016,Renewable Agriculture and Food Systems,No,10.1017/s1742170516000041,,ERA 2020,,,,,mh,mh,
EO0021,Mupangwa,2018,South African Journal of Plant and Soil,No,10.1080/02571862.2018.1438673,,ERA 2020,,,,,mh,mh,
EO0022,Mashingaidze,2017,Soil Use and Management,No,10.1111/sum.12338,,ERA 2020,10.1016/j.fcr.2012.02.020,,,,mh,mh,
EO0023,Asaye,2016,Journal of Sustainable Forestry,No,10.1080/10549811.2016.1270835,,ERA 2020,,,,,mh,mh,
EO0024,Mthembu,2017,Agroecology and Sustainable Food Systems,No,10.1080/21683565.2017.1393649,,ERA 2020,,,,,mh,mh,
EO0025,Kedjebo,2015,Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure & Risk Assessment,Yes,10.1080/19440049.2015.1112038,,ERA 2020,,,,,mh,mh,
EO0026,Nkakini,2013,"Agricultural Mechanization in Asia, Africa & Latin America",No,,https://www.researchgate.net/publication/262180940_Effects_of_Tillage_on_Soil_Moisture_Content_Okra_Abelmosehus_Esculentus_Emergence_and_Yields,ERA 2020,https://www.researchgate.net/publication/262296416_Investigation_of_Soil_Physical_Properties_and_Okra_Emergence_Rate_Potential_in_sandy_Loam_Soil_for_Three_Common_tillage_Practices,,,,mh,mh,
EO0027,Bamba,2018,Livestock Research for Rural Development,No,,www.researchgate.net/publication/287247528_Evaluation_of_production_efficiency_of_nile_tilapia_oreochromis_niloticus_l_fed_diets_containing_crop_residues_in_combination_with_cocoa_bean_shell_and_coconut_oil_cake_in_cote_d'ivoire,ERA 2020,,,,,mh; sc,mh; sc,
EO0029,Gichangi,2016,Tropical and Subtropical Agroecosystems,No,,https://www.researchgate.net/publication/310460036_EFFECTS_OF_BRACHIARIA_GRASSES_ON_SOIL_MICROBIAL_BIOMASS_CARBON_NITROGEN_AND_PHOSPHORUS_IN_SOILS_OF_THE_SEMI_ARID_TROPICS_OF_KENYA_EFECTO_DE_LOS_PASTOS_BRACHIARIA_SOBRE_EL_CARBONO_DE_LA_BIOMASA_MICROBI,ERA 2020,,,,,mh,mh,
EO0030,Busari,2014,Archives of Agronomy and Soil Science,No,10.1080/03650340.2014.924620,,ERA 2020,,,,,mh,mh,
EO0031,Chipomho,2018,Journal of Animal and Plant Sciences,No,,https://www.researchgate.net/publication/325533941_Organic_soil_amendments_Implications_on_fresh_tomato_Solanum_Lycopesicum_yield_weed_density_and_biomass,ERA 2020,,,,,mh,mh,
EO0032,Balehegn,2014,Tropical Animal Health and Production,No,0.1007/s11250-014-0582-9 ,,ERA 2020,,,,,mh; sc,mh; sc,
EO0033,Ibrahim,2016,Soil Science and Plant Nutrition,No,10.1080/00380768.2016.1194169,,ERA 2020,,,,,mh,mh,
EO0035,Mahmoud,2015,Archives of Agronomy and Soil Science,No,10.1080/03650340.2014.928409,,ERA 2020,,,,,mh,mh,
EO0036,Taabu,2016,Livestock Research for Rural Development,No,,http://www.lrrd.org/lrrd28/2/taab28018.htm,ERA 2020,,,,,mh,mh,
EO0041,Mekasha,2013,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd25/6/meka25104.htm,ERA 2020,,,,,mh; sc,mh; sc,
EO0042,Oustani,2015,Emirates Journal of Food and Agriculture,Yes,10.9755/ejfa.v27il.17971,,ERA 2020,,,,,mh,mh,
EO0043,Sultan,2017,Physical Geography,No,10.1080/02723646.2017.1302869,,ERA 2020,,,,,mh,mh,
EO0046,Fasae,2016,Tropical and Subtropical Agroecosystems,No,,http://www.revista.ccba.uady.mx/ojs/index.php/TSA/article/view/2224,ERA 2020,,,,,mh; sc,mh; sc,
EO0047,Manhique,2017,Livestock Research for Rural Development,No,,www.researchgate.net/publication/316188390,ERA 2020,,,,,mh; sc,mh; sc,
EO0048,Senkondo,2014,Soil Use and Management,No,10.1111/sum.12154,,ERA 2020,,,,,mh,mh,
EO0049,El-Sadek,2015,Annals of Agricultural sciences,Yes,10.1016/j.aoas.2015.03.003,,ERA 2020,,,,,mh,mh,
EO0050,Raphael,2013,Livestock Research for Rural Development,No,,www.researchgate.net/publication/272563247,ERA 2020,,,,,mh,mh,
EO0051,Nuemsi,2018,Rice science,Yes,10.1016/j.rsci.2018.08.003,,ERA 2020,,,,,mh,mh,
EO0053,Gnahoua,2016,Agroecology and Sustainable Food Systems,No,10.1080/21683565.2016.1209610,,ERA 2020,,,,,mh,mh,
EO0054,Dube,2014,South African Journal of Plant and Soil,No,10.1080/02571862.2014.885597,,ERA 2020,,,,,mh,mh,
EO0055,Mosebi,2015,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd27/10/mose27190.html,ERA 2020,,,,,mh,mh,
EO0057,Berhanu,2013,Kasetsart Journal - Natural Science,Yes,agris.fao.org/agris-search/search.do?recordID=TH2016003270,,ERA 2020,,,,,mh; sc,mh; sc,
EO0058,Kotze,2014,Communications in Soil Science and Plant Analysis,No,10.1080/00103624.2013.867060,,ERA 2020,,,,,mh,mh,
EO0059,Befekadu,2015,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd27/6/befe27114.html,ERA 2020,,,,,mh,mh,
EO0060,Isitekhale,2014,Communications in Soil Science and Plant Analysis,No,10.1080/00103624.2013.813529,,ERA 2020,,,,,mh,mh,
EO0063,Swanepoel,2014,African Journal of Range & Forage Science,No,10.2989/10220119.2014.903999,,ERA 2020,,,,,mh,mh,
EO0064,Craven,2017,South African Journal of Plant and Soil,No,10.1080/02571862.2016.1213322,,ERA 2020,,,,,mh,mh,
EO0065,Merwad,2016,Communications in Soil Science and Plant Analysis,No,10.1080/00103624.2016.1166242,,ERA 2020,,,,,mh,mh,
EO0066,Gelaw,2013,Journal of the Science of Food and Agriculture,No,10.1002/ldr.2261,,ERA 2020,,,,,mh,mh,
EO0067,Gusha,2016,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd28/11/gush28206.html,ERA 2020,,,,,mh; sc,mh; sc,
EO0068,Partey,2016,Archives of Agronomy and Soil Science,No,10.1080/03650340.2015.1040399,,ERA 2020,,,,,mh,mh,
EO0071,Ismail,2014,Archiv Fur Phytopathologie und Pflanzenschutz-Archives Of Phytopathology and Plant Protection,Yes,10.1080/03235408.2013.816081,,ERA 2020,,,,,mh,mh,
EO0072,Asuming-Brempong,2014,West African Journal of Applied Ecology,No,,www.ajol.info/index.php/wajae/article/view/107993,ERA 2020,,,,,mh,mh,
EO0073,Saleh,2016,Journal of Agricultural Extension,Yes,10.4314/jae.v20i1.1,,ERA 2020,,,,,mh,mh,
EO0074,Gelgelo,2017,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd29/4/atta29077.html,ERA 2020,,,,,mh; sc,mh; sc,
EO0075,Boujenane,2015,Tropical Animal Health and Production,No,10.1007/s11250-015-0872-x,,ERA 2020,,,,,mh,mh,
EO0078,Hintsa,2015,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd27/9/kida27180.html,ERA 2020,,,,,mh; sc,mh; sc,
EO0079,Rahetlah,2014,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd26/1/rahe26003.htm,ERA 2020,,,,,mh,mh,
EO0080,Kajiage,2014,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd26/12/kaij26220.html,ERA 2020,,,,,mh,mh,
EO0081,Omondi,2015,Legume Research,Yes,10.5958/0976-0571.2015.00131.9,,ERA 2020,,,,,mh,mh,
EO0082,Rigane,2015,Waste Management and Research,Yes,10.1177/0734242x14559594,,ERA 2020,,,,,mh,mh,
EO0083,Hyera,2018,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd30/9/ehyer30159.html,ERA 2020,,,,,mh,mh,
EO0084,Garba,2016,Archives of Agronomy and Soil Science,No,10.1080/03650340.2015.1104414,,ERA 2020,,,,,mh,mh,
EO0085,Hyera,2018,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd30/9/ehyer30156.html,ERA 2020,,,,,mh,mh,
EO0086,Nesseim,2017,Tropicultura,Yes,,www.researchgate.net/publication/320435263_Effects_of_defatting_combined_or_not_to_heating_of_Jatropha_curcas_kernel_meal_on_feed_intake_and_growth_performance_in_broiler_chickens_and_chicks_in_Senegal,ERA 2020,,,,,mh; sc,mh; sc,
EO0087,Elsobky,2016,Egyptian Journal of Agronomy,Yes,,www.researchgate.net/publication/323153143_The_Interaction_Effect_of_Biofertilization_and_Nitrogen_Fertilization_Level_on_Growth_and_Yield_Attributes_of_Rice,ERA 2020,,,,,mh,mh,
EO0090,Hadebe,2017,Water Sa,No,10.4314/wsa.v43i1.12,,ERA 2020,,,,,mh,mh,
EO0092,Namugga,2018,South African Journal of Plant and Soil,No,10.1080/02571862.2017.1370561,,ERA 2020,,,,,mh,mh,
EO0093,Sebetha,2016,Legume Research,Yes,10.18805/lr.v39i3.10753,,ERA 2020,,,,,mh,mh,
EO0094,Metwally,2018,Egyptian Journal of Agronomy,Yes,10.21608/agro.2018.2168.1087,,ERA 2020,,,,,mh,mh,
EO0095,Jaleta,2016,Agricultural Economics,No,10.1111/agec.12251,,ERA 2020,,,,,mh,mh,
EO0096,Selim,2018,Egyptian Journal of Agronomy,Yes,10.21608/agro.2018.6277.1134,,ERA 2020,,,,,mh,mh,
EO0099,Olosunde,2016,Journal of Food Processing and Preservation,Yes,10.1111/jfpp.12605,,ERA 2020,,,,,mh,mh,
EO0101,Ojo,2016,Egyptian Journal of Biological Pest Control,No,,www.researchgate.net/publication/316987933_Comparative_efficacy_of_three_botanicals_against_callosobruchus_maculatus_fabricius_Coleoptera_Chrysomelidae_Bruchinae_in_stored_cowpea_seeds,ERA 2020,,,,,mh,mh,
EO0102,Bertine,2013,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd25/8/noum25145.htm,ERA 2020,,,,,mh; sc,mh; sc,
EO0103,Félix,2018,Land Degradation & Development,No,10.1002/ldr.3033,,ERA 2020,,,,,mh,mh,
EO0106,Harou,2017,Journal of African Economies,Yes,10.1093/jae/ejx002,,ERA 2020,,,,,mh,mh,
EO0107,El-Metwally,2015,Agriculture,Yes,10.1515/agri-2015-0007,,ERA 2020,,,,,mh,mh,
EO0108,Ndhleve,2017,Water Sa,No,10.4314/wsa.v43i2.06,,ERA 2020,,,,,mh,mh,
EO0110,El-Sadek,2016,Egyptian Journal of Agronomy,Yes,,www.researchgate.net/publication/310036988_Simulation_of_Wheat_Yield_Using_the_RZWQM_as_Affected_by_Supplemental_Irrigation_in_the_North_Western_Coast_of_Egypt,ERA 2020,,,,,mh,mh,
EO0111,Snoeck,2013,Industrial Crops and Products,No,10.1016/j.indcrop.2012.07.053,,ERA 2020,,,,,mh,mh,
EO0114,Gerrano,2015,South African Journal of Plant and Soil,No,10.1080/02571862.2015.1014435,,ERA 2020,,,,,mh,mh,
EO0115,Sekiya,2015,Rice Science,Yes,10.1016/j.rsci.2015.05.008,,ERA 2020,,,,,mh,mh,
EO0121,Romdhane,2016,Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,Yes,10.19199/2016.3.2038-5625.043,,ERA 2020,,,,,mh,mh,
EO0122,Said,2016,Egyptian Journal of Agronomy,Yes,,www.semanticscholar.org/paper/T-Effect-of-Sowing-Methods-and-Microelements-Foliar-Said-Ameen/a846ddc5a7ded1ce00ae0604fb226cd591e6a1ba,ERA 2020,,,,,mh,mh,
EO0123,Qabil,2017,Egyptian Journal of Agronomy,Yes,10.21608/agro.2017.1388.1069,,ERA 2020,,,,,mh,mh,
EO0125,Syomiti,2015,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd27/3/syom27050.html,ERA 2020,,,,,mh,mh,
EO0127,El-baroudy,2014,Soil Use and Management,No,10.1111/sum.12084,,ERA 2020,,,,,mh,mh,
EO0129,Makombe,2017,Water Sa,No,10.4314/wsa.v43i1.08,,ERA 2020,,,,,mh,mh,
EO0130,Bohner,2014,Ecological Applications,No,10.1890/13-0377.1,,ERA 2020,,,,,mh,mh,
EO0131,Mavimbela,2015,Arid Land Research and Management,No,10.1080/15324982.2014.944245,,ERA 2020,,www.arc.agric.za/arc-gci/Fact%20Sheets%20Library/Maize%20Production.pdf,,,mh,mh,
EO0135,Mudongo,2016,Rangelands,Yes,10.1016/j.rala.2016.07.001,,ERA 2020,,,,,mh,mh,
EO0136,Apraku,2013,Plant Breeding Reviews,Yes,10.1002/9781118497869.ch3,,ERA 2020,,,,,mh,mh,
EO0140,Mamuye,2018,Sustainable Environment Research,Yes,10.1016/j.serj.2017.09.003,,ERA 2020,,,,,mh,mh,
EO0141,Okoko,2017,Sustainable Energy Technologies and Assessments,No,10.1016/j.seta.2017.02.017,,ERA 2020,,,,,mh,mh,
EO0142,Benka,2018,Energy for Sustainable Development,No,10.1016/j.esd.2018.06.009,,ERA 2020,,,,,mh,mh,
EO0144,Ghrab,2017,Acta Horticulturae,No,10.17660/ActaHortic.2017.1150.45,,ERA 2020,,,,,mh,mh,
EO0145,Okeyo,2014,Agricultural Water Management,No,10.1016/j.agwat.2014.01.014,,ERA 2020,,,,,mh,mh,
EO0146,Opala,2015,Journal of Agriculture and Rural Development in the Tropics and Subtropics,No,www.researchgate.net/publication/277012331_Effects_of_Tithonia_diversifolia_farmyard_manure_and_urea_and_phosphate_fertiliser_application_methods_on_maize_yields_in_Western_Kenya,,ERA 2020,,,,,mh,mh,
EO0147,Haileselassie,2016,Agricultural Water Management,No,10.1016/j.agwat.2016.09.002,,ERA 2020,,,,,mh,mh,
EO0150,Nkolisa,2018,Scientia Horticulturae,No,10.1016/j.agwat.2014.04.010,,ERA 2020,,,,,mh,mh,
HK0002,Bagayoko,2011,African Journal of Agricultural Research,,10.5897/AJAR10.711,,ERA 2023,,,,,ie,ie,V2.0.24
HK0005,Abasiekong,1991,Archiv Fur Tierernahrung-Archives of Animal Nutrition,No,10.1080/17450399109428459,,Livestock Update 2022,,,,,sc,sc,
HK0006,Abegunde,2010,Journal of Animal Physiology and Animal Nutrition,No,10.1111/j.1439-0396.2010.01040.x,,Livestock Update 2022,,,,,sc,sc,
HK0007,Abiola,2004,Bioresource Technology,No,10.1016/j.biortech.2004.02.001,,Livestock Update 2022,https://www.ajol.info/index.php/tjas/article/view/49587,,,,sc,sc,
HK0008,Adejumo,1991,Small Ruminant Research,No,10.1016/0921-4488(91)90032-l,,Livestock Update 2022,,,,,sc,sc,
HK0014,Aderolu,2009,African Journal of Aquatic Science,No,10.2989/ajas.2009.34.2.3.890,,Livestock Update 2022,,,,,sc,sc,
HK0017,Adewolu,2010,Israeli Journal of Aquaculture-Bamidgeh,No,,https://www.researchgate.net/profile/Morenike-Adewolu/publication/234888799_Evaluation_of_an_Animal_Protein_Mixture_as_a_Replacement_for_Fishmeal_in_Practical_Diets_for_Fingerlings_of_Clarias_Gariepinus_Burchell_1822/links/02bfe5102b73c8e85d000000/Evaluation-of-an-Animal-Protein-Mixture-as-a-Replacement-for-Fishmeal-in-Practical-Diets-for-Fingerlings-of-Clarias-Gariepinus-Burchell-1822.pdf,Livestock Update 2022,,,,,sc,sc,
HK0026,Ajayi,2008,Animal Science,No,10.1111/j.1740-0929.2008.00579.x,,Livestock Update 2022,,,,,sc,sc,
HK0028,Akinola,2013,Tropical Animal Health and Production,No,10.1007/s11250-012-0273-3,,Livestock Update 2022,,,,,sc,sc,
HK0029,Akinsoyinu,1992,Bioresource Technology,No,10.1016/0960-8524(92)90200-h,,Livestock Update 2022,,,,,sc,sc,
HK0033,Anigbogu,2003,Asian-Australasian Journal of Animal Sciences,No,10.5713/ajas.2003.384,,Livestock Update 2022,,,,,sc,sc,
HK0037,Annongu,2000,European Poultry Science,No,,https://www.european-poultry-science.com/artikel.dll/2000-65-28-32_gq4tmmbqge4q.pdf?UID=FC4CCB24FF9D15F766F56FA6AB11C0D3EAC2CAEA,Livestock Update 2022,,,,,sc,sc,
HK0044.1,Balogun,1990,Animal Feed Science and Technology,No,10.1016/0377-8401(90)90015-z,,Livestock Update 2022,,,,,sc,sc,
HK0044.2,Balogun,1990,Animal Feed Science and Technology,No,10.1016/0377-8401(90)90015-z,,Livestock Update 2022,,,,,sc,sc,
HK0045,Bello,2012,International Journal of Morphology,No,,https://www.scielo.cl/scielo.php?pid=S0717-95022012000100045&script=sci_arttext&tlng=en,Livestock Update 2022,,,,,sc,sc,
HK0066.1,Odunsi,2005,Tropical Animal Health and Production,No,10.1023/b:;trop.0000048455.96694.85,,Livestock Update 2022,,,,,sc,sc,
HK0066.2,Odunsi,2005,Tropical Animal Health and Production,No,10.1023/b:;trop.0000048455.96694.85,,Livestock Update 2022,,,,,sc,sc,
HK0067,Odunsi,1995,Journal of Applied Animal Research,No,10.1080/09712119.1995.9706063,,Livestock Update 2022,,,,,sc,sc,
HK0082,Okeudo,1993,Tropical Animal Health and Production,No,10.1007/bf02250877,,Livestock Update 2022,,,,,sc,sc,
HK0086,Olafadehan,2009,Tropical Animal Health and Production,No,10.1007/s11250-009-9312-0,,Livestock Update 2022,,,,,sc,sc,
HK0098,Omoregie,2001,Aquaculture Research,No,10.1046/j.1365-2109.2001.00575.x,,Livestock Update 2022,,,,,sc,sc,
HK0099,Omoregie,1993,Israeli Journal of Aquaculture-Bamidgeh,No,,http://www.researchgate.net/publication/237100000,Livestock Update 2022,,,,,sc,sc,
HK0102.1,Onwudike,1986,Animal Feed Science and Technology,No,10.1016/0377-8401(86)90110-0,,Livestock Update 2022,,,,,sc,sc,
HK0102.2,Onwudike,1986,Animal Feed Science and Technology,No,10.1016/0377-8401(86)90110-0,,Livestock Update 2022,,,,,sc,sc,
HK0106,Osuji,1984,Soil and Tillage Research,,10.1016/0167-1987(84)90033-3,,ERA 2023,,,,,ie,ie,V2.0.24
HK0107,Otaru,2011,Small Ruminant Research,No,10.1016/j.smallrumres.2010.11.004,,Livestock Update 2022,,,,,sc,sc,
HK0108,Otukoya,2008,Journal of Food Agriculture & Environment,No,,https://pubag.nal.usda.gov/catalog/732199,Livestock Update 2022,,,,,sc,sc,
HK0118,Sogbesan,2008,Turkish Journal of Fisheries and Aquatic Sciences,No,,https://www.researchgate.net/publication/242599458_Nutritional_Evaluation_of_Termite_Macrotermes_subhyalinus_Meal_as_Animal_Protein_Supplements_in_the_Diets_of_Heterobranchus_longifilis_Valenciennes_1840_Fingerlings,Livestock Update 2022,,,,,sc,sc,
HK0129,Yaakugh,1994,Journal of the Science of Food and Agriculture,No,10.1002/jsfa.2740660407,,Livestock Update 2022,,,,,sc,sc,
HK0138,Alhassan,1991,Animal Feed Science and Technology,No,10.1016/0377-8401(91)90067-3,,Livestock Update 2022,,,,,sc,sc,
HK0143,Adeloye,1995,Bioresource Technology,No,10.1016/0960-8524(94)00145-q,,Livestock Update 2022,,,,,sc,sc,
HK0154,Balogun,1995,Tropical Grasslands,No,,https://www.tropicalgrasslands.info/public/journals/4/Historic/Tropical%20Grasslands%20Journal%20archive/PDFs/Vol_29_1995/Vol_29_03_95_pp150_154.pdf,Livestock Update 2022,,,,,sc,sc,
HK0157,Diels,2004,Soil Biology & Biochemistry,,10.1016/j.soilbio.2004.04.031,,ERA 2023,https://www.cabidigitallibrary.org/doi/full/10.5555/19941904569,10.1007/s11104-005-0194-2,,,ie,ie,V2.0.28
HK0158,Etela,2007,Renewable Agriculture and Food Sytems,Yes,10.1017/S1742170507001779,,Livestock Update 2022,,,,,sc,sc,
HK0160,Fagbenro,1991,Bioresource Technology,No,10.1016/0960-8524(91)90183-k,,Livestock Update 2022,,,,,sc,sc,
HK0166,Dabiri,1995,Plant and Soil,,,https://link.springer.com/article/10.1007/BF00010278,ERA 2023,,,,,ie,ie,V2.0.24
HK0171,Malau-Aduli,2004,Reproduction Nutrition Development,No,10.1051/rnd:2004022,,Livestock Update 2022,,,,,sc,sc,
HK0177,Nworgu,2007,African Journal of Biotechnology,No,https://www.ajol.info/index.php/ajb/article/view/56125/44573,,Livestock Update 2022,,,,,sc,sc,
HK0182,Oni,2010,Livestock Science,No,10.1016/j.livsci.2009.12.007,,Livestock Update 2022,,,,,sc,sc,
HK0202.1,Chirwa,2003,Agroforestry Systems,,10.1023/B:;AGFO.0000005227.69260.f9,,ERA 2023,,,,,ie,ie,V2.0.24
HK0210,Mataka,2007,Aquaculture Research,No,10.1111/j.1365-2109.2007.01754.x,,Livestock Update 2022,,,,,sc,sc,
HK0213.2,Ngwira,2013,Agroecology and Sustainable Food Systems,No,10.1080/21683565.2013.763889,,ERA 2020,,,,,mh,mh,
HK0225,Ngwira,2012,Nutrient Cycling in Agroecosystems,,10.1007/s10705-012-9492-2,,ERA 2023,,,,,ie,ie,V2.0.24
HK0227,Balasubramanian,1991,Biological Agriculture & Horticulture,,10.1080/01448765.1991.9754573,,ERA 2023,,,,,ie,ie,V2.0.24
HK0228,Nyina-wamwiza,2007,Aquaculture Research,No,10.1111/j.1365-2109.2007.01658.x,,Livestock Update 2022,,,,,sc,sc,
HK0240,Ajayi,2009,Agrekon,,10.1080/03031853.2009.9523827,,ERA 2023,,,,,ie,ie,V2.0.24
HK0242,Dalland,1993,Agroforestry Systems,,10.1007/bf00705224,,ERA 2023,10.1007/BF00054149,,,,ie,ie,V2.0.24
HK0250,Smith,1991,Tropical Animal Health and Production,No,10.1007/bf02361192,,Livestock Update 2022,,,,,sc,sc,
HK0255.2,Thierfelder,2013,International Journal of Agricultural Sustainability,,10.1080/14735903.2012.703894,,ERA 2023,,,,,ie,ie,V2.0.24
HK0258.1,Mathews,1992,Agroforestry Systems,,10.1007/bf00054150,,ERA 2023,,,,,ie,ie,V2.0.24
HK0258.2,Mathews,1992,Agroforestry Systems,,10.1007/bf00054150,,ERA 2023,,,,,ie,ie,V2.0.24
HK0258.3,Mathews,1992,Agroforestry Systems,,10.1007/bf00054150,,ERA 2023,,,,,ie,ie,V2.0.24
HK0260,Undi,2001,Small Ruminant Research,No,10.1016/s0921-4488(01)00175-4,,Livestock Update 2022,,,,,sc,sc,
HK0261,Sileshi,2012,Agronomy Journal,,10.2134/agronj2012.0063,,ERA 2023,,,,,ie,ie,V2.0.24
HK0263,Barnes,1991,Journal of the Grassland Society of Southern Africa,No,10.1080/02566702.1991.9648285,,Livestock Update 2022,,,,,sc,sc,
HK0268,Chivenge,2007,Soil and Tillage Research,,10.1016/j.still.2006.08.006,,ERA 2023,,,,,ie,ie,V2.0.24
HK0269,Dunjana,2012,Soil Use and Management,,10.1111/j.1475-2743.2012.00394.x,,ERA 2023,,,,,ie,ie,V2.0.24
HK0284,Mushandu,2005,Animal Feed Science and Technology,No,10.1016/j.anifeedsci.2005.02.033,,Livestock Update 2022,,,,,sc,sc,
HK0287,Ngongoni,2007,Tropical Animal Health and Production,No,10.1007/s11250-007-9018-0,,Livestock Update 2022,,,,,sc,sc,
HK0288,Ngongoni,2008,Tropical Grasslands,No,,https://www.tropicalgrasslands.info/public/journals/4/Historic/Tropical%20Grasslands%20Journal%20archive/PDFs/Vol_42_2008/Vol42_03_2008_pp188_192.pdf,Livestock Update 2022,,,,,sc,sc,
HK0313,Thierfelder,2012,Soil Use and Management,,10.1111/j.1475-2743.2012.00406.x,,ERA 2023,,,,,ie,ie,V2.0.24
HK0319,Mnisi,2017,South African Journal of Animal Science,No,10.4314/sajas.v47i5.9,,Livestock Update 2022,,,,,sc,sc,
HK0324,Khanyile,2017,Animal Production Science,No,10.1071/AN15182,,Livestock Update 2022,,,,,sc,sc,
HK0326,Ncobela,2018,Tropical Animal Health and Production,No,10.1007/s11250-017-1410-9,,Livestock Update 2022,,,,,sc,sc,
HK0327.1,Muller,2014,South African Journal of Animal Science,No,10.4314/sajas.v44i3.9,,Livestock Update 2022,,,,,sc,sc,
HK0327.2,Muller,2014,South African Journal of Animal Science,No,10.4314/sajas.v44i3.9,,Livestock Update 2022,,,,,sc,sc,
HK0327.3,Muller,2014,South African Journal of Animal Science,No,10.4314/sajas.v44i3.9,,Livestock Update 2022,,,,,sc,sc,
HK0328,Khanyile,2014,Livestock Science,No,10.1016/j.livsci.2014.04.016,,Livestock Update 2022,,,,,sc,sc,
HK0329,Nkosi,2016,South African Journal of Animal Science,No,10.4314/sajas.v46i1.5,,Livestock Update 2022,,,,,sc,sc,
HK0330,Ndou,2015,Livestock Science,No,10.1016/j.livsci.2015.10.003,,Livestock Update 2022,,,,,sc,sc,
HK0331,Hlophe,2014,African Journal of Aquatic Science,No,10.2989/16085914.2014.958049,,Livestock Update 2022,,,,,sc,sc,
HK0333,Nkukwana,2014,Food Chemistry,No,10.1016/j.foodchem.2013.07.059,,Livestock Update 2022,,,,,sc,sc,
